SMILES,pIC50,source
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CC=CC=N5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C=5C=CC=NC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C=5C=CN=CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(S(C)(=O)=O)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN=CN5C)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(C)N=N5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C(=O)N5CCCC5)=CC4)=CC=C2,6.25964,CAS
CC=1C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)=CN(C)N1,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=C(C)N(C)N=C5C)=CC=C2,7.0,CAS
CN1C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)=CC(C)=N1,7.0,CAS
O=C1C2=CC(=CC=C2OCCCCN3C(C=4NC(=N1)C=CC4)=NN=C3)C5=CN(N=C5)C6CCC6,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(C(C)C)N=C5)=CC=C2,7.0,CAS
CC1=C(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)C=NN1C,7.0,CAS
O=C1C2=CC(=CC=C2OCCCCN3C(C=4NC(=N1)C=CC4)=NN=C3)C5=CN(N=C5)C6COC6,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)C5=CN(CCN(C)C)N=C5)=CC=C2,7.0,CAS
CN1CC2=C(C=NN2CC1)C=3C=C4C(=CC3)OCCCCN5C(C=6NC(=NC4=O)C=CC6)=NN=C5,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=CN=C5)=CC=C2,7.0,CAS
CC=1N(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)C=NC1C,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=CN=C5C)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5C=CC=N5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(=CC4)N5N=C(C)C=C5)=CC=C2,6.25964,CAS
CC=1N(C=2C=C3C(=CC2)OCCCCN4C(C=5NC(=NC3=O)C=CC5)=NN=C4)N=C(C)C1,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(CN)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(CN(C)C)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C(C)(C)O)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C(OC)(C)C)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(Br)=C(F)C4)=CC=C2,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=CN=CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C=5C=C(C(F)(F)F)N=CC5,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=C(C)N=CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=C(F)N=CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C=5C=C(N=CC5)C6CC6,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=CC(C)=NC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C=5C=C(C(F)(F)F)C=NC5,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=CC(=NC3)C4CC4)OCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=NC=NC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C5=C(C)N(C)N=C5,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C3=CN(C)N=C3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C5=CN(CCN(C)C)N=C5,7.0,CAS
FC1=C(C2=C3N(N=C2)CCN(C)C3)C=C4C(=C1)OCCCCN5C(C=6NC(=NC4=O)C=CC6)=NN=C5,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)N3C=C(C)N=C3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3CCOCC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C3CCOCC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3CCN(C)CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C3CCN(C)CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)N3CCOCC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
FC1=C(C=C2C(=C1)OCCCCN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)N5CC6CC(C5)O6,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)N3CCN(C)CC3)OCCCCN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(C#N)=C(F)C4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(OCCOC)=C(F)C4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(OCCN(C)C)=C(F)C4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(C4)C=5CCN(C)CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(C4)C5CCN(C)CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(C4)N5CCOCC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(C4)N5CCN(C)CC5)=CC=C2,7.0,CAS
C[C@@H]1N(C=2C=C3C(=CC2)C(=O)N=C4NC(C=5N(CCCCO3)C=NN5)=CC=C4)CCN(C)C1,7.0,CAS
C[C@H]1N(C=2C=C3C(=CC2)C(=O)N=C4NC(C=5N(CCCCO3)C=NN5)=CC=C4)CCN(C)C1,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(C4)C=5C=NN(C)C5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(F)=C(C4)C=5CCN(C)CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(F)=C(C4)C5CCN(C)CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(F)=C(C4)N5CCOCC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(F)=C(NCCOC)C4)=CC=C2,7.0,CAS
C[C@@H]1CCN2C(C=3NC(=NC(=O)C=4C(OC1)=CC=CC4)C=CC3)=NN=C2,7.0,CAS
C[C@H]1CCN2C(C=3NC(=NC(=O)C=4C(OC1)=CC=CC4)C=CC3)=NN=C2,6.25964,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=CC4)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=CC4)C=CC3)=NN=C2,6.25964,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(C4)N5C=NC(C)=C5)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(C4)N5C=NC(C)=C5)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(C4)C=5C=NN(C)C5)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(C4)C=5C=NN(C)C5)C=CC3)=NN=C2,6.25964,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=CC4)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=CC4)C=CC3)=NN=C2,6.25964,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(F)C4)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC=C(F)C4)C=CC3)=NN=C2,6.25964,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(Br)C4)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(Br)C4)C=CC3)=NN=C2,5.25964,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)N5CCOCC5)C=CC3)=NN=C2,7.0,CAS
FC1=C(C=C2C(=C1)OCCC[C@H](C)N3C(C=4NC(=NC2=O)C=CC4)=NN=C3)N5CC6CC(C5)O6,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)C=5CCN(C)CC5)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)C5CCN(C)CC5)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)C=5CCOCC5)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)C=5C=NC=NC5)C=CC3)=NN=C2,7.0,CAS
FC1=C(C=C2C(=C1)OCCC[C@H](C)N3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C=5C=C(C(F)(F)F)C=NC5,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)C=5C=CN=CC5)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)N5C=C(C)N=C5)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C4)C5=CN(C)N=C5)C=CC3)=NN=C2,7.0,CAS
FC1=C(C=C2C(=C1)OCCC[C@H](C)N3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C5=CN(CCN(C)C)N=C5,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(OCCN(C)C)C4)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(OCCOC)C4)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(F)=C(C#N)C4)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(S(C)(=O)=O)=C(Br)C4)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(Br)=CC4)C=CC3)=NN=C2,5.25964,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(Br)=CC4)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(=CC4)N5CCN(C)CC5)C=CC3)=NN=C2,7.0,CAS
C[C@H]1N2C(C=3NC(=NC(=O)C=4C(OCCC1)=CC(=CC4)N5CCN(C)CC5)C=CC3)=NN=C2,5.25964,CAS
C[C@@H]1CN2C(C=3NC(=NC(=O)C=4C(OCC1)=CC(F)=C(Br)C4)C=CC3)=NN=C2,7.0,CAS
C[C@H]1CN2C(C=3NC(=NC(=O)C=4C(OCC1)=CC(F)=C(Br)C4)C=CC3)=NN=C2,6.25964,CAS
C[C@@H]1CN2C(C=3NC(=NC(=O)C=4C(OCC1)=CC(F)=C(C4)C5CCN(C)CC5)C=CC3)=NN=C2,7.0,CAS
FC1=C(C=C2C(=C1)OCC[C@H](C)CN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C5=CN(CCN(C)C)N=C5,7.0,CAS
C[C@@H]1CN2C(C=3NC(=NC(=O)C=4C(OCC1)=CC(F)=C(C#CC5(C)COC5)C4)C=CC3)=NN=C2,7.0,CAS
C[C@@H]1CN2C(C=3NC(=NC(=O)C=4C(OCC1)=CC(F)=C(OCCOC)C4)C=CC3)=NN=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(Br)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(Br)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC=CC4)=CC=C2,6.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC=CC4)=CC=C2,6.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(=CC4)N5CCN(C)CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(=CC4)N5CCN(C)CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(=CC4)C=5C=CN=CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(=CC4)C=5C=CN=CC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(=CC4)C5=CN(CCN(C)C)N=C5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(=CC4)C5=CN(CCN(C)C)N=C5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(=CC4)N5C=C(C)N=C5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(=CC4)N5C=C(C)N=C5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@H](C)OC=4C1=CC(C#N)=CC4)=CC=C2,6.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCC[C@@H](C)OC=4C1=CC(C#N)=CC4)=CC=C2,7.0,CAS
CN1C2=NC(C=3N(C=NN3)CCCCOC=4C(C1=O)=CC(Br)=CC4)=CC=C2,5.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(C(F)(F)F)C4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\COC=4C1=CC=C(C(F)(F)F)C4)=CC=C2,6.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=C(F)C4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\COC=4C1=CC(F)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC(F)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\COC=4C1=CC(Br)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\COC=4C1=CC=CC4Br)=CC=C2,5.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCOC=4C1=CC=CC4Br)=CC=C2,6.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\COC=4C1=CC=CC4C(F)(F)F)=CC=C2,5.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\COC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCCOC=4C1=CC(Br)=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCCOC=4C1=CC=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCCCOC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,7.0,CAS
O=C1C2=CC(N3CC4(C3)COC4)=CC=C2OCCCCCN5C(C=6NC(=N1)C=CC6)=NN=C5,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\CCOC=4C1=CC=CC4)=CC=C2,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)C/C=C\CCOC=4C1=CC(Br)=C(F)C4)=CC=C2,7.0,CAS
FC1=C(C=C2C(=C1)OCC/C=C\CN3C(C=4NC(=NC2=O)C=CC4)=NN=C3)C5=CN(CCN(C)C)N=C5,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)C=3C=CN=CC3)OCC/C=C\CN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1C=2C(=CC(F)=C(C2)N3CCOCC3)OCC/C=C\CN4C(C=5NC(=N1)C=CC5)=NN=C4,7.0,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCOC=4C1=CC(Br)=CC4)=CC=C2,5.25964,CAS
O=C1N=C2NC(C=3N(C=NN3)CCCOC=4C1=CC(=CC4)N5CCOCC5)=CC=C2,6.25964,CAS
CC=1C(=CC(C(NC=2N=C(C=CC2)N3C(C(C)C)=NN=N3)=O)=C(F)C1)N4C=C(N=C4)C5CC5,8.25964,CAS
C[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.74473,CAS
C[C@@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.30103,CAS
CC=1C(=CC(C(NC=2N=C(C=CC2)C=3N(C(C)C)N=NN3)=O)=C(F)C1)N4C=C(N=C4)C5CC5,8.25964,CAS
CC=1C(=CC(C(NC=2N=C(C=CC2)N3C(C(C)C)=NN=C3)=O)=C(F)C1)N4C=C(N=C4)C5CC5,6.0,CAS
CC=1C(=CC(C(NC=2N=C(C=CC2)C=3N(C(C)C)N=NC3)=O)=C(F)C1)N4C=C(N=C4)C5CC5,7.25964,CAS
C[C@H]1CN2C(=NN=C2C1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.284,CAS
CC1(C)N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,9.0,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C7(CC7)CCC6=NN5)=CC=C4,8.72125,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6CC7(CC6=NN5)CC7)=CC=C4,7.96257,CAS
C(C)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.72125,CAS
C(C)[C@@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.30103,CAS
O=C1C=2C(=CC(C)=C(C2)C3=CN(C(C)C)N=C3)CCN1C=4N=C(C=CC4)C=5N(C(C)C)C=NN5,8.4437,CAS
O=C1C=2C(CCN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=NC=C(C2)N5C=C(N=C5)C6CC6,8.42022,CAS
O=C1C=2C(CCN1C=3N=C(C=CC3)C=4N(C(C)C)C=NN4)=NC=C(C2)C5=CN(C(C)C)N=C5,8.37675,CAS
CC=1C(N2C=C(N=C2)C3CC3)=CC(NC(NC=4N=C(C=CC4)C=5N(C(C)C)C=NN5)=O)=C(F)C1,6.30103,CAS
N(CC)C1=C2C(=NC(NC3=C(OC)C=C(C(=O)N4CCC(CC4)N5CCOCC5)C=C3)=N1)NC=C2C(F)(F)F,8.0,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)CCCCC6)=CC=C4,8.03152,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(=NN5)COCC6)=CC=C4,7.32057,CAS
C(OC)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,7.97469,CAS
C[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(C(C)C)N=C5)C=CC3,8.56864,CAS
C[C@@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(C(C)C)N=C5)C=CC3,8.04576,CAS
C[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(C(C)(C)C)N=C5)C=CC3,8.85387,CAS
C[C@@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(C(C)(C)C)N=C5)C=CC3,8.38722,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(N=C2)C3CC3)C4=NC(C=5N6C(CC(C6)C7CC7)=NN5)=CC=C4,7.9431,CAS
CC1(C)CN2C(=NN=C2C1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.3098,CAS
CC1CN2C(=NN=C2C1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.14267,CAS
[C@@H](OC)(C)[C@@]1(N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3)[H],8.04096,CAS
C(=C)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.45593,CAS
C(=C)C1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.38722,CAS
[C@](F)(F)(F)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.72125,CAS
C(F)(F)(F)C1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.11351,CAS
C(#C)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.72125,CAS
C(#C)C1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.4437,CAS
C(C#N)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.21467,CAS
C(O)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.01773,CAS
C(F)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.3098,CAS
C[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4Cl)N5C=C(N=C5)C6CC6)C=CC3,8.08619,CAS
C(CC)[C@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.5376,CAS
C(CC)[C@@H]1N2C(=NN=C2CC1)C=3N=C(NC(=O)C4=CC(=C(C)C=C4F)N5C=C(N=C5)C6CC6)C=CC3,8.18046,CAS
N(C(=O)C1=CC(=C(C)C=C1F)N2C=C(C(C)C)N=C2)C3=NC(C=4N5C6(CC6)CCC5=NN4)=CC=C3,8.52288,CAS
O=C1C=2C(CN1C=3N=C(C=CC3)C=4N5C(=NN4)CCC5)=CC(C)=C(C2)N6C=C(N=C6)C7CC7,8.07572,CAS
O=C1N(C2=NC(C=3N4C5(CC5)CCC4=NN3)=CC=C2)CC=6C1=CC(=C(C)C6)N7C=C(N=C7)C8CC8,8.25964,CAS
C(F)(F)(F)[C@H]1N2C(=NN=C2CC1)C=3N=C(C=CC3)N4C(=O)C=5C(C4)=CC(C)=C(C5)N6C=C(N=C6)C7CC7,8.02687,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(OC=4N=C(C(F)(F)F)C=C(C#N)C4)=CC=C3)C=CC2,6.52288,CAS
C(C)(C)N1C(C=2N=C(NC(=O)C3=CC(OC=4N=C(C(F)(F)F)C=C(C(O)=O)C4)=CC=C3)C=CC2)=NN=C1,6.18709,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(OCC4=CC=CC=C4)=CC=C3)C=CC2,6.52288,CAS
C(C)(C)N1C(=NN=C1)C=2N=C(NC(=O)C3=CC(OCC=4C=CC=NC4)=CC=C3)C=CC2,6.52288,CAS
